,new_cases
27098,1
280,1
3787,1
36436,1
30258,1
31233,1
13327,0
60621,0
36034,1
7877,1
11558,0
29609,1
67972,1
20332,1
34203,1
28097,0
63728,1
43986,1
70930,1
67307,1
13813,0
12634,1
16331,0
22160,0
59294,1
41330,0
14001,1
22573,0
40199,0
46187,0
14882,1
18209,1
71739,1
57379,1
17876,1
33316,1
38969,1
5658,1
75776,0
1592,0
22915,0
32423,0
45996,0
66635,1
46375,1
58432,0
73035,1
32932,1
29987,1
74113,0
39370,1
60565,1
29853,0
6843,1
49971,0
76570,1
66816,1
43376,1
34431,1
43904,1
72467,1
65062,1
68780,1
69256,0
1190,0
39576,1
40125,0
27441,0
17501,1
30406,1
56187,1
41537,0
966,1
35973,1
67633,1
20944,1
58490,0
61115,1
49254,0
30037,0
76165,1
47651,1
23934,1
30843,1
15061,1
23286,1
55611,1
62114,1
65465,1
70909,1
73974,0
19034,1
52388,0
40448,0
29571,1
54048,1
5211,1
43688,0
7781,1
20481,1
8550,0
2328,1
34858,1
4916,1
11129,1
22057,1
19161,1
32652,0
1295,1
19445,0
28447,1
74519,1
34554,1
5625,1
67485,1
9871,1
158,1
4625,1
43029,1
46617,1
54811,1
42374,1
22536,1
10893,1
26018,0
26495,1
34340,1
25253,1
19325,0
46961,0
47036,1
36941,1
61551,1
12266,0
57285,1
5896,1
2743,1
72114,1
66847,1
8372,0
61266,1
67119,1
64362,1
16132,1
59749,1
24385,0
45034,1
34453,1
39331,0
42508,1
58271,1
52163,1
22040,1
30265,1
52441,1
45985,0
38120,0
14004,0
66261,1
4269,1
68354,0
72142,1
37496,1
20363,0
44219,0
3859,1
15127,1
40021,1
11647,1
66678,1
1598,1
71606,1
23127,1
75906,0
1386,1
5657,1
3115,1
5638,1
55740,1
30004,1
24663,1
40485,1
24458,0
36143,1
14733,1
54758,0
38693,1
55195,1
50638,1
48529,1
24847,1
8588,1
17252,1
19716,0
23662,1
53764,0
57109,1
47347,0
38934,1
37388,1
34903,1
61674,1
55133,1
48143,1
75305,1
9172,1
34544,1
55880,1
38628,0
47328,1
58853,1
33358,1
69760,1
67884,1
53519,1
36756,1
70556,1
65147,1
70997,1
42211,1
71033,0
24323,0
25787,1
64498,0
32605,0
38888,1
30483,1
66999,1
3502,1
42415,1
61512,1
66029,0
16111,1
72565,1
65493,1
4586,1
37184,1
28296,0
73136,0
4660,1
40861,0
7331,1
11359,1
68661,0
40156,0
68609,0
57172,1
29115,1
28442,1
38446,1
51497,1
60382,1
63258,1
28862,1
12950,0
29667,1
14499,1
55756,1
41980,1
8618,0
53623,0
68427,0
67874,1
29172,0
63349,1
18425,1
5476,0
52573,1
27477,0
34836,1
59948,1
18138,1
61007,0
4724,1
59707,1
38290,1
38555,1
11943,0
42293,1
22403,1
46907,1
31436,0
22433,1
54644,1
62442,1
3645,1
32027,1
40293,1
9783,1
4179,1
1710,0
41263,0
20458,1
69696,1
38224,0
35051,1
29125,0
4384,1
10141,1
19578,0
51545,1
22445,1
74686,1
72925,1
7147,0
26462,1
74540,1
72136,1
61499,1
42822,1
19484,1
62938,1
20777,1
38337,0
56717,1
8365,0
47473,1
4420,1
52711,1
19997,1
42392,1
24658,0
61392,1
59107,1
70974,1
39303,0
67256,1
49491,0
76160,1
46552,0
36239,1
49894,1
47283,1
70947,1
60321,1
47714,0
67581,1
21840,0
51512,1
7984,0
45965,0
47620,1
42304,1
75221,1
9912,1
9113,1
35327,1
28286,0
28139,0
30693,1
44566,1
23372,1
28144,0
36755,1
15743,1
74891,1
9105,1
74187,0
17742,1
30672,0
33017,1
28241,0
32755,1
14149,0
9189,1
50777,1
11335,1
53134,1
70596,1
9232,1
60483,1
54571,1
47610,1
21743,0
45492,0
66585,0
17969,1
39545,1
47770,0
42345,1
26584,1
43917,1
63229,1
37857,1
65797,0
58395,0
56182,1
25731,1
65523,1
34779,0
9202,1
23311,0
31810,1
36296,1
67446,1
13912,0
66750,1
3899,1
24095,1
4719,1
32015,1
50879,1
7613,0
29386,0
62604,1
50973,1
51819,1
10810,1
39050,0
4879,1
32310,1
60534,1
508,1
74984,1
24328,0
29186,0
18219,1
6348,1
42146,1
36305,1
6422,0
56703,1
13905,0
73121,1
73140,0
41852,1
32126,1
71403,0
48757,1
2819,0
4356,1
20182,1
70496,1
48987,0
57614,0
21204,1
3989,1
16172,1
51060,1
32014,1
10849,1
15967,1
41506,0
67458,1
37492,1
47799,1
14938,1
16750,1
25054,0
13879,0
33419,1
8478,0
29875,0
59281,1
12913,1
19140,1
45563,0
14168,1
53340,1
67510,1
22654,1
43146,1
1048,1
9661,0
37754,0
73232,1
27749,1
40752,1
76513,1
10398,0
76170,1
35323,1
46796,1
28928,1
70099,1
46013,1
38776,0
71061,0
8907,1
49401,0
58376,0
24543,1
28646,1
46960,0
56424,1
70954,1
9059,1
50504,1
59506,1
10560,0
64792,1
44421,0
64713,0
74128,0
7262,1
39814,1
25843,1
44551,1
2652,0
45922,0
36708,1
33821,1
65990,0
14579,1
27784,1
69875,1
69568,1
76265,0
12409,1
44147,0
50585,1
11484,1
42086,1
76426,1
46133,1
61840,1
36983,0
66325,1
53041,1
20814,1
5216,0
70535,1
70033,1
36924,1
70673,1
44808,1
38432,1
47479,1
2549,0
73349,1
28576,1
76130,1
27327,0
36614,1
54720,1
10374,0
73351,1
34724,1
18178,1
48883,1
829,1
29878,0
59931,0
37008,1
71580,1
70517,1
31249,1
74386,1
1944,1
34879,1
55843,1
13022,1
73731,1
37446,1
6627,1
51602,1
75847,1
60526,1
28236,0
32982,1
66991,1
58042,0
9594,0
33279,1
70136,1
17892,1
11313,1
68678,0
8881,1
76390,1
4313,1
72012,1
65307,1
15666,1
58992,0
62789,0
36010,1
7754,1
30163,1
4883,1
70246,0
71449,1
8006,1
52977,1
68315,0
21659,0
29387,0
72243,1
593,1
26867,1
17612,1
22569,0
43584,1
35952,1
5106,1
30646,0
61167,1
32611,0
29261,0
35534,0
4050,1
30417,1
62209,1
37324,1
48705,1
15363,0
73436,1
12668,1
63174,1
341,1
69062,1
74133,0
4891,1
7682,1
28445,1
38818,1
68853,1
1647,0
57282,1
2530,0
11128,0
67806,0
75469,1
61538,1
27489,0
74780,0
70913,1
30727,1
45622,1
38832,1
55481,1
17278,1
73263,1
15403,1
53437,1
41346,1
8603,0
52931,1
44144,0
26364,1
22220,1
35189,1
28072,0
24457,0
18544,1
62959,0
68434,0
66932,1
26569,1
25026,1
72852,1
33433,1
56445,1
12492,0
37357,1
33156,1
49927,1
70539,1
4997,1
59461,1
76487,1
44766,1
6204,1
66059,1
53039,1
71236,1
21647,0
34190,1
68596,0
67422,1
11088,0
16164,1
36150,1
48567,1
59206,1
39088,1
59417,0
9981,1
67508,1
40437,1
20097,1
23767,1
50323,1
42151,1
35766,1
57699,0
25284,1
41051,1
38429,1
8289,0
37922,0
60978,0
61380,1
54697,1
19802,0
43533,1
71347,1
66428,1
51879,1
30670,0
13447,1
35372,1
14023,1
1414,1
26161,0
40936,1
50936,1
52089,1
35971,0
3510,1
67731,0
67745,0
59654,1
40143,0
40773,1
48759,1
67151,1
55806,1
59562,1
49071,1
58801,1
16125,1
14192,1
65962,1
17471,1
33406,1
64059,1
45442,0
50419,1
61625,1
20573,1
48382,1
56338,0
51035,1
6830,1
63864,1
36316,1
27822,1
49163,0
55198,1
11839,0
30798,1
32140,1
18949,1
51166,1
33026,1
38840,1
36467,1
31606,1
16426,0
34908,1
70438,1
64122,1
21741,1
40479,1
51752,1
25193,1
50315,1
55550,1
33698,1
75188,1
2546,0
28891,1
45467,0
33830,1
16224,1
69598,1
6568,0
67118,1
30458,1
5317,0
17542,1
50371,1
8458,0
26785,1
30187,1
26042,1
12358,0
11429,0
37283,1
75371,1
69652,1
8654,0
20680,1
61634,1
48459,1
33644,1
7037,1
41071,1
37398,1
13695,1
39272,0
953,1
48007,1
72365,1
54744,1
45103,1
25885,0
42766,1
74224,0
38964,1
40941,0
24446,0
35434,1
35791,1
50614,1
13345,0
2863,1
37286,1
49787,0
20172,1
8607,0
35149,1
44832,1
1162,1
8994,1
33448,1
2442,0
47459,1
66761,1
75453,1
12825,1
66505,1
60538,1
38039,0
35064,1
16293,1
70477,1
15393,1
47233,1
14218,1
53376,1
18881,1
10791,1
21171,1
11967,0
106,1
16701,1
10344,0
49965,0
49942,1
27317,1
63842,1
46453,1
36376,1
37645,1
22909,1
27443,0
58441,0
23522,1
8115,1
32555,0
59074,1
31098,1
47360,0
32067,1
22206,1
24590,0
38958,1
67366,1
1791,1
30717,1
11393,0
8639,1
39903,1
7891,1
34350,1
72392,1
44826,1
17284,1
40979,1
19218,1
15818,0
41350,1
74216,0
66242,1
73757,1
26450,1
43875,1
47489,1
40817,1
73909,0
24948,1
70361,1
33548,1
45193,1
60937,1
37758,0
47752,0
67086,0
47172,1
15809,0
56199,1
16526,1
37521,1
68553,0
12294,0
52622,1
50667,1
34182,1
41937,1
26813,1
1747,0
28779,0
75938,0
65089,1
13474,1
4088,1
11887,0
67988,1
49360,0
67564,0
20220,1
27137,0
56458,1
22882,1
38256,1
5672,1
64107,1
58615,1
70559,1
62434,1
29222,0
31691,1
62492,1
40219,0
69732,1
76075,1
1257,1
22688,1
56514,1
578,1
19287,0
13159,1
14435,1
2518,0
70958,1
50019,1
53756,0
67320,1
42743,1
30388,1
39026,0
38081,0
29801,1
48735,1
46911,1
51220,1
5970,1
11248,1
59301,0
1256,1
59977,1
45857,1
43300,1
4028,0
48672,1
10077,1
31443,0
70878,1
62478,1
31732,1
73745,1
62024,1
52956,1
62903,1
37156,1
15561,0
53492,1
2927,1
21362,1
52109,1
34541,1
7478,1
75757,0
28320,1
44777,1
17411,1
38620,1
54543,1
62911,0
60373,1
26632,0
32182,1
62556,1
52125,1
49155,1
10132,1
63630,1
46493,1
48099,0
29964,1
33759,1
31963,1
16695,1
74942,0
11035,1
60448,1
23773,1
34471,1
10673,1
2508,0
3795,1
52602,1
4573,1
74682,1
70511,1
26064,0
73618,1
75485,1
47149,1
41245,0
64076,1
43706,0
9712,0
46667,1
29167,0
30631,0
22916,0
37047,0
9135,1
21025,1
23329,1
17020,1
34552,1
41960,1
67921,0
73585,1
73099,1
54463,1
15517,0
42815,1
17539,1
45869,0
69969,0
53246,1
30487,1
21231,0
53469,1
17575,1
19736,0
66819,1
57653,0
11505,0
39152,0
11995,0
59493,1
39937,1
8569,0
11126,1
1576,1
6513,0
70542,1
39674,0
29062,1
61496,1
38366,0
4097,1
31471,0
67851,1
65833,1
65706,1
65011,0
25554,0
59431,0
62062,1
57117,1
49105,1
16591,1
43268,1
911,1
39232,0
67618,1
65165,0
70032,1
30942,1
51732,1
24404,0
59018,1
49432,0
38908,1
67653,1
63613,1
44236,0
52067,1
3300,1
13812,0
66649,1
51647,1
66153,1
7912,0
5020,1
64537,0
6935,1
36061,1
7330,1
21382,0
3506,1
19614,0
35147,1
75081,1
63347,1
57063,1
14131,1
58055,0
54255,1
28345,1
43623,0
3536,1
28211,0
41595,1
26784,1
53157,1
60515,1
67429,1
42072,1
6310,1
74393,1
20565,1
24684,1
48185,1
24759,1
28040,0
41823,1
56729,0
15815,0
74569,1
20848,1
19488,1
16612,1
69531,0
36128,1
71967,1
542,1
39653,0
29781,1
75779,0
55134,1
55800,1
3189,1
60175,1
3170,1
23679,1
59069,1
26227,1
73126,1
27530,0
64499,1
68751,1
65581,1
35888,1
50608,1
46190,0
42446,0
29238,0
31220,1
21583,0
30830,1
17805,1
52607,1
32707,1
69555,1
75144,1
10678,1
5835,1
48032,1
43851,1
42620,1
66502,1
74218,0
63721,1
51286,1
10881,1
51637,1
27063,1
46397,1
5787,1
37794,1
28175,1
68770,1
44956,0
44046,1
29664,1
37227,1
49457,0
44360,0
12503,0
56688,1
12520,0
39406,1
31329,1
19632,0
42355,1
7475,1
37642,1
70940,1
67135,0
34419,1
43119,1
35457,1
45697,1
33045,1
48558,1
22498,1
11746,0
5662,1
53226,1
10434,0
73499,1
57059,1
16419,0
73181,1
47551,1
25306,1
39744,0
44301,0
54347,0
73415,1
65197,0
25926,0
3821,1
5281,0
75852,1
74109,0
60045,1
38556,1
54100,1
48913,1
62269,1
54773,0
72338,1
49728,1
72551,1
26448,1
69900,0
11607,0
45725,1
53613,0
57885,0
34938,1
21174,1
73871,0
65397,1
59959,1
6062,1
8490,0
70944,1
22311,1
23986,1
33641,1
56045,1
53284,1
2065,0
20208,1
225,1
59530,0
50999,1
62849,1
71369,1
11019,1
44074,1
13943,0
62354,1
29643,1
690,1
75882,1
27142,1
22753,1
53129,1
55838,1
18111,1
63648,1
55902,1
45786,0
31609,1
70781,1
30560,1
15497,0
12603,1
33898,0
34334,1
4678,1
26588,1
30663,0
59120,1
54233,1
37247,1
15681,0
63743,1
76595,1
4884,1
22200,1
66958,1
33917,1
74116,0
23724,1
70550,1
182,1
9517,0
24138,1
37002,1
51579,1
22965,0
64827,1
52861,0
38451,1
30999,1
72372,1
9272,1
8074,0
10214,1
51255,1
76448,0
33391,1
49694,1
57628,0
75968,0
20425,1
68041,0
9647,0
71454,1
12498,0
15134,1
54591,0
15880,0
72177,1
20361,0
21764,0
1966,1
2361,0
30555,1
33505,1
37461,1
29993,1
53959,0
9706,0
68090,1
1741,0
15230,1
40803,1
49539,0
22162,0
27804,1
48706,1
20124,1
4680,1
12007,0
59277,1
51416,1
48323,1
59286,1
38984,1
54840,1
54511,0
32647,0
71034,0
8780,1
72133,1
70280,1
44920,1
33079,1
52323,1
30696,1
40003,1
1078,1
32318,0
65898,1
72320,1
59464,0
46634,1
10380,0
6100,1
38917,1
52625,1
12048,0
4679,1
51491,1
39506,0
61071,0
44507,0
10240,1
7059,1
34164,1
44986,0
23912,1
75361,1
56477,1
22503,1
60486,1
5517,0
35492,1
41892,1
6904,1
16085,1
28662,1
15761,0
1859,1
10972,1
74892,1
34916,1
55285,1
37923,0
30577,0
51144,1
62845,1
34402,1
30310,1
38961,1
11280,1
30650,0
3617,1
45122,1
15343,1
16136,1
26792,1
55335,1
18575,1
32902,1
44381,0
75071,1
18629,1
15742,0
55617,1
64383,1
25455,1
38265,1
2851,1
40171,0
47745,0
39786,1
27051,1
14442,1
67959,0
25315,1
69616,1
48764,1
8008,1
11327,1
33163,1
14957,1
9699,0
47925,1
14522,1
52391,1
62658,0
23803,1
54286,1
56881,1
37042,0
56776,1
36908,1
67666,0
50279,1
3117,1
34240,1
36715,1
63366,1
70070,1
2152,1
75522,1
7932,0
27587,1
6975,1
68285,0
60365,1
53830,1
36315,1
39251,0
36461,1
15054,1
5314,0
59597,1
10166,1
42226,1
63632,1
65490,1
65832,1
39400,1
47255,1
9087,1
42014,0
64316,1
44043,1
62663,0
43500,1
8874,1
8934,1
15959,0
7007,1
12347,1
38266,1
70049,1
55748,1
6134,1
25726,1
7616,0
66950,1
42775,1
21023,1
58136,1
6184,1
60591,1
7208,1
13702,0
50379,0
6701,1
53170,1
46742,1
28657,1
63101,0
55369,1
43384,1
46948,1
24851,1
74111,0
35506,1
63529,1
53883,0
51218,1
51409,1
62286,1
26517,1
69233,0
57877,0
34979,1
56169,1
55695,1
36083,1
36090,1
61024,1
55148,1
4093,1
36504,1
35052,1
23207,1
6515,1
4689,1
20934,1
76180,1
7010,1
28227,0
31447,1
5763,1
6213,1
36001,1
34957,1
2515,1
47542,1
59465,1
76058,1
39312,0
27542,1
9492,1
4244,1
66019,0
30797,1
48284,1
71612,1
65272,1
7318,1
9396,1
25153,1
35986,1
6650,1
5598,1
30031,0
27232,0
42365,1
50332,1
3863,1
4754,1
65027,1
22914,1
26079,0
16196,1
1298,1
29201,0
8782,1
75029,1
73977,0
37088,1
69890,1
3928,1
49818,0
45144,1
51570,1
57457,1
39861,1
69059,0
29025,1
27755,1
32108,1
37688,1
57957,0
44794,1
40744,1
17931,1
17520,1
3930,1
41532,1
35839,1
12714,1
54616,1
61377,1
7514,1
50618,1
7182,1
61276,0
70341,0
43892,1
26458,1
44062,1
16144,1
59773,1
72628,0
41395,1
70667,1
8742,1
74915,1
9222,1
71218,1
42256,1
44781,1
16165,1
67484,1
35257,1
31332,1
3994,1
6474,0
67051,0
21193,1
69337,0
23972,1
45428,0
19402,1
65232,1
29724,1
49020,1
5715,1
28315,1
22599,1
12772,1
5170,1
10399,0
15851,0
16227,1
1441,1
6367,1
66570,0
10743,1
5532,1
52396,0
54621,1
7786,1
23846,1
76446,1
52582,1
73278,1
1348,1
60401,1
6860,1
62430,1
29078,1
43429,1
37821,1
41794,1
43054,1
34226,1
50634,1
68256,0
6048,1
32112,1
56086,1
48507,1
56153,1
31439,1
66410,1
17449,1
73246,1
499,1
7423,1
74183,0
5771,1
35620,0
48170,1
6231,1
53660,0
74568,1
41522,0
75362,1
14856,1
4108,1
38434,1
30778,1
39750,0
73766,1
73560,1
49482,1
47089,1
9817,0
34778,1
62113,1
41888,1
66647,0
33804,1
9670,0
69970,0
1588,0
34014,1
49442,0
25203,1
44618,1
55190,1
9287,1
17155,1
25797,0
6233,1
68511,0
75835,0
7723,0
42608,1
46135,0
3738,1
66160,1
59247,0
18387,1
59248,1
38974,1
2490,0
34065,1
17051,1
5014,1
12481,0
2867,1
50065,1
74419,1
37732,1
36040,1
25684,1
40304,1
56067,1
39588,0
17599,1
59540,1
65069,1
28254,0
23448,1
17782,1
12179,1
52229,1
4519,1
51384,1
60462,1
49248,1
11514,0
28656,1
72015,1
72459,1
13312,1
2746,0
68508,0
58530,0
49736,0
54034,1
37143,1
71477,1
69645,1
51840,1
37046,1
64507,0
26893,1
72666,1
51743,1
7569,0
34669,1
67132,1
67570,0
43033,1
55638,1
58717,0
21935,0
56454,1
28819,1
32032,1
65036,1
13411,0
33122,1
21102,1
48645,1
52458,1
36117,1
5890,1
33989,1
73281,1
33088,1
54865,1
27329,0
40035,1
32773,1
13367,0
60083,1
17588,1
938,1
27171,1
52345,1
28659,1
65328,0
18850,1
50930,1
67907,1
5711,1
54968,1
23532,1
52660,1
2813,0
69674,1
33407,1
74125,0
17518,1
67424,1
7270,1
2269,1
32231,1
39188,1
18427,1
64214,1
57187,1
72319,1
24739,1
13131,1
29611,1
14401,1
62800,0
69406,0
73959,0
4282,1
34855,1
36506,1
44582,1
42463,0
45082,1
10688,1
2905,1
71609,1
50077,1
49403,1
73175,1
71491,1
6554,0
8925,1
33579,1
41270,0
11478,0
49313,0
8941,1
40593,1
37542,1
28438,1
61150,1
48124,1
48668,1
47140,1
50845,1
67936,1
38994,1
25087,1
37627,1
71068,1
2558,0
68457,0
12330,0
4456,1
58125,0
20851,1
55601,1
49668,1
71012,0
47015,1
9061,1
2240,1
33510,1
64069,1
26593,1
67764,0
36888,1
62192,1
15268,1
37259,1
6084,1
42869,1
74548,1
59681,1
70435,1
73326,1
1897,1
49018,1
14229,1
36676,1
14365,1
26346,1
20050,0
59012,0
34882,1
19948,1
13121,1
69916,0
66219,1
55109,1
68674,0
13818,1
25953,1
12141,1
64748,1
9746,0
28921,1
28440,1
36146,1
74988,0
29638,1
73464,1
49519,0
1322,1
36859,1
27434,0
9991,1
50510,1
74762,1
50957,1
14637,1
4976,1
29468,0
72384,1
16398,1
68464,0
5998,1
3218,1
66231,0
31045,1
63392,1
25473,0
58088,0
62934,1
36796,1
7515,1
54367,0
48036,1
31502,1
37128,1
69972,0
61976,1
20660,1
63579,1
54735,1
36686,1
4500,1
23604,1
35348,1
19123,1
17559,1
9194,1
10788,1
51757,1
3568,1
9254,1
66824,1
70904,1
72674,1
30965,1
26687,1
70227,1
20579,1
68741,0
40628,1
12000,0
18938,1
12786,1
28937,1
76339,1
16962,1
8228,0
14543,1
17353,1
37514,1
46185,0
59501,1
45826,0
55036,1
50788,1
52043,1
54893,1
19913,1
18093,1
66834,1
34150,1
36480,1
22215,1
44175,0
38013,0
27658,1
41836,1
2055,1
52496,1
9818,1
56219,1
61833,1
22827,1
73240,1
66963,1
6939,1
31125,0
60284,1
66702,0
68625,0
44824,1
66116,0
9100,0
39336,0
52628,1
10969,1
48502,1
69978,1
2181,1
75356,1
72052,1
4644,1
33222,1
19392,1
33230,1
49082,1
1811,0
45443,0
60433,1
35379,1
47514,1
51746,1
15506,0
75678,1
14982,1
70,1
55108,1
65317,1
76196,1
55883,1
3732,1
76041,1
51373,1
9938,1
62591,1
37115,1
57652,0
19620,0
33912,0
46541,0
21948,1
55509,1
15122,1
40249,0
69714,1
23529,1
9753,0
71472,1
34194,1
30369,1
22067,1
72984,1
32255,1
36667,1
563,1
32321,0
73423,1
73492,1
51894,1
63816,1
50515,1
5528,0
6159,1
68319,0
3175,1
32348,0
59726,1
53589,0
54,1
67108,1
35508,1
68518,0
61739,1
42478,1
63070,1
17768,1
39481,0
14117,1
44519,0
71654,1
22133,0
54382,1
5162,1
20638,0
71508,1
65162,1
70676,1
22779,1
58887,0
51957,1
63695,1
47228,1
22591,1
22441,1
71166,1
33177,1
2331,1
37307,1
56529,1
57451,1
48660,1
56310,1
22181,1
68525,0
25590,0
11515,0
28049,0
49148,1
7315,1
13588,1
49267,0
58803,0
58306,0
12496,0
32789,1
21560,0
10032,1
43889,1
50449,1
50056,1
19663,0
71100,1
4569,1
66319,1
36383,1
53722,0
53111,1
2616,0
54055,1
16269,1
25024,1
7411,1
57744,0
74693,0
29353,0
70797,1
20602,1
71631,1
22780,1
47357,0
19438,0
75484,1
16063,1
17188,1
29266,0
15944,0
10393,0
35004,1
55418,1
74997,1
1689,0
20068,1
59192,0
4818,1
50836,1
6675,0
8725,1
49586,0
38415,1
21082,1
13853,1
26077,0
51560,1
5172,1
31150,0
76171,1
12387,0
56671,1
15074,1
76606,1
49697,1
64363,1
62447,1
70970,1
4528,1
26257,1
16817,0
69716,1
42210,1
37513,1
57901,0
31880,0
3842,1
69719,1
23835,1
17526,1
73668,1
585,1
72716,1
74621,1
8530,1
69550,1
72503,1
66992,1
17973,1
53189,0
29773,1
4039,0
71555,1
994,1
40590,1
43854,1
43018,1
29821,1
74565,1
40336,1
65415,1
13132,1
27035,1
7563,0
62319,1
69058,1
1189,0
22786,1
53626,0
1193,0
32114,1
21297,1
65319,1
32178,1
52041,0
31540,1
34365,1
2265,1
34377,1
23887,1
74913,0
41872,0
75384,1
15469,0
30064,0
59845,1
59323,0
32569,0
73914,0
23381,1
38352,1
45220,1
45127,1
73441,1
41428,1
59139,0
48090,0
9977,1
6272,1
10565,0
33877,0
70692,1
29253,0
48304,1
18979,1
35207,1
60311,0
50306,1
47380,1
61155,1
3946,1
51605,0
40515,1
9447,1
378,1
66185,1
74920,1
71637,1
64394,1
9331,1
1623,1
73190,1
26001,1
6,0
55344,1
68767,1
49321,0
10958,1
69010,1
55874,1
59913,1
27072,1
64124,1
39498,1
54069,1
39932,1
30379,1
53155,1
57552,0
45282,1
47032,1
56500,1
21543,0
29883,1
23210,1
39149,1
28260,1
65802,1
22275,1
32824,1
49146,1
55433,1
26180,1
3940,1
13446,0
17313,1
41200,1
48715,1
23300,1
34982,1
8710,0
21666,0
64266,1
70608,1
37397,1
69068,1
57057,1
22512,1
51252,1
21377,0
66774,0
54999,1
25224,1
38632,1
48473,0
60487,1
1121,1
34306,0
4196,1
33250,1
74465,1
71900,1
63996,1
19490,1
71452,1
57742,0
39275,1
32002,1
1000,1
7379,1
17080,1
48495,1
45505,0
58029,0
72846,1
14784,1
34652,1
34586,1
59620,1
64129,1
61193,1
68776,1
36646,1
17063,1
43097,1
17395,1
67578,0
36261,1
24377,0
50153,1
8671,0
51167,1
46522,0
38035,0
44800,1
49125,1
64900,1
64880,1
66892,1
39183,0
51521,1
67680,0
28348,1
47932,1
4530,1
26126,0
19019,1
780,1
14336,1
12431,1
46419,1
44309,0
19899,1
57048,1
52574,0
37267,1
55903,1
38676,1
62717,0
4364,1
56287,1
45716,1
62545,1
25260,1
680,1
13585,1
9501,0
51103,1
69895,0
12961,0
36472,1
45627,1
35908,1
75829,0
2404,1
5732,1
75193,1
51725,1
26774,1
3220,1
21368,0
74643,1
7483,1
57917,0
54570,1
12890,1
13572,0
70999,1
38027,0
70322,0
24922,1
50732,1
10361,0
6672,0
27893,0
63757,1
72655,0
14097,1
54890,1
27923,0
469,1
73274,1
50523,1
72524,1
62213,1
32288,0
36058,0
8935,1
28665,1
31421,0
51086,1
62330,1
21861,0
63542,1
18388,1
2141,1
40356,1
58217,1
36151,1
44666,1
27249,1
15726,1
55743,1
53820,0
30181,0
4855,1
66137,1
71321,1
47980,1
14544,1
59488,0
38525,1
18672,1
46424,1
16168,1
41076,1
15835,0
47966,1
15197,1
2954,1
12757,1
44647,1
35566,0
13420,0
17190,1
62518,1
3053,1
30422,1
30319,1
19516,0
7291,0
7209,1
75596,1
27642,1
38558,1
44152,0
40400,1
13609,0
36054,1
15897,0
33409,1
72093,1
51947,1
9459,0
69762,0
49535,0
18513,1
73739,1
25291,1
75955,0
25983,0
60361,1
22964,1
16424,1
63862,1
67846,1
5795,1
60116,1
67439,1
39521,1
47751,0
28047,0
14875,1
71650,1
39234,0
58570,0
35512,1
20347,1
43662,0
18843,1
64728,1
5288,0
26276,1
42306,1
930,1
34605,1
26306,1
38710,1
1227,1
58270,0
69620,1
3401,1
60413,1
38356,1
40991,1
15320,1
54331,0
67968,0
55966,1
51463,1
64366,1
71079,1
62688,0
49025,0
17478,1
66217,1
22996,1
51815,1
13793,0
75533,1
65539,1
67879,1
34088,1
25794,1
18234,1
61704,1
19649,0
75654,1
29188,0
26124,1
62357,1
24679,1
65672,1
60872,0
75751,0
41473,1
70568,1
26676,1
45742,1
65278,1
49478,0
58331,0
59407,0
40242,0
50892,1
22473,1
60174,1
61490,1
15495,0
62125,1
6478,0
1309,1
53540,1
25807,0
2287,1
20831,1
26554,1
70088,1
73048,1
64071,1
22004,0
34849,1
16662,1
27504,1
6541,0
35756,1
66977,1
28627,1
28578,1
71310,1
54495,1
52814,1
11816,0
65115,0
39156,1
45418,0
56788,1
59750,1
42175,1
67423,1
76307,0
32096,1
73539,1
24096,1
71269,1
20338,1
43966,1
68465,0
35714,1
50475,1
27271,1
71805,0
13469,0
49256,0
71305,1
16573,1
39622,0
42593,1
57875,0
45845,0
17729,1
67541,1
18504,1
51620,0
24313,0
31064,0
64531,1
72262,1
67327,1
42985,1
24207,0
28112,0
27396,0
2541,0
56038,1
26150,1
38772,1
27602,1
26045,1
62655,0
21688,0
7884,0
4309,1
1166,1
22935,0
26779,1
47787,1
41146,1
14194,1
27522,1
54934,1
18295,1
34896,1
43985,1
54508,1
38143,0
31296,1
16235,1
69203,0
3565,1
5185,1
12325,1
63096,0
13136,1
70108,1
6536,0
62359,0
3171,1
38683,1
55445,1
1164,1
52219,1
277,1
5510,1
5740,1
17873,0
2113,1
59575,1
14420,1
21776,0
8815,1
41951,1
2909,1
61682,1
52873,0
46249,1
14204,1
35204,1
30302,1
32877,1
73164,1
43457,1
61316,1
51344,1
34335,1
71632,1
55796,1
60388,1
36882,1
36406,1
26136,0
3416,1
72003,1
27813,1
38313,1
66302,1
62887,1
75434,1
24499,0
697,1
43296,1
61222,1
40359,1
45085,1
32665,0
1290,1
20057,1
15937,0
25716,0
35833,1
1608,1
57182,1
76457,1
41580,0
60211,1
61752,1
47534,1
63747,1
54257,1
49097,1
65045,0
51597,0
44943,0
40022,1
3153,1
32866,1
65105,0
11925,0
18596,1
12081,0
11541,0
34657,1
62745,0
10887,1
66063,1
43792,0
66176,0
7886,0
59917,0
54993,1
46826,1
65196,0
75037,1
9058,1
62006,1
44810,1
69663,1
31344,1
52169,1
63046,0
68086,1
30455,1
50073,1
30731,1
60144,1
10172,1
73373,1
13717,0
14493,1
19030,1
14886,1
14804,1
14038,1
62362,0
25296,1
7359,1
43992,1
34942,1
72939,1
63895,1
68442,0
27363,1
27179,1
48210,1
57423,1
