,new_cases
15741,1
7264,0
35835,1
59427,0
69410,0
63337,1
60185,1
57518,0
4706,1
17354,1
12541,0
17697,1
73251,1
55132,1
36781,1
49685,1
25569,0
13653,0
56449,1
4914,1
48249,1
76121,1
2814,0
26892,1
3490,1
53210,1
36528,1
65604,0
65152,1
22956,0
60524,1
31920,1
68051,1
45521,0
7696,1
14077,1
15125,1
37762,1
28745,1
29397,0
5920,1
13465,0
75192,1
28637,1
56081,1
35970,1
53967,1
36084,1
48112,0
21905,0
21477,1
26860,1
73296,1
56039,1
22833,1
29537,0
49864,1
37835,1
49219,1
25202,0
42945,1
26158,1
38499,1
49610,0
18450,1
13431,0
31741,1
72928,1
41956,1
64463,1
42187,1
51906,1
23494,1
44774,1
50253,1
61594,1
32540,0
53074,1
7335,1
11048,1
18137,1
42657,1
74366,1
32663,0
68549,0
7630,0
53802,0
72594,1
47713,0
61740,1
20304,1
26223,0
10968,1
4913,1
70856,1
28126,0
25620,0
24898,1
62242,0
20623,1
75277,1
31424,0
37369,1
52702,1
70808,1
12611,1
1804,0
23943,1
43767,0
61911,1
38876,1
71009,0
34168,1
64030,1
27466,0
39168,0
42466,0
31549,1
49743,1
37724,1
39564,1
60445,1
61974,1
45644,1
5358,1
72242,1
55002,1
43804,1
75832,0
37356,1
37351,1
19695,0
17867,1
39650,0
24669,1
38601,1
67274,1
41014,1
54352,0
20798,1
14672,1
16989,1
21723,0
45405,1
13171,1
51711,1
8406,1
892,1
9942,1
7520,1
65745,1
37728,0
67602,0
74362,1
67811,0
20168,1
19475,1
68893,1
24656,0
53227,1
55890,1
39665,1
59971,1
26391,1
11080,0
54613,1
74042,0
27305,1
173,1
33245,1
22082,1
28177,0
19661,0
65710,1
16557,1
22871,1
57725,0
67785,0
10065,1
70063,1
75897,0
44170,0
1456,1
46983,0
7803,1
72221,0
76073,1
23967,1
3168,1
70175,1
11910,1
71885,1
49771,0
52272,1
58797,1
59721,1
7328,1
49077,1
48385,1
61495,1
27910,0
10639,1
12964,0
75308,1
7650,0
4985,1
15145,1
43260,1
70347,1
41652,1
60575,1
38647,1
49499,0
60753,0
17064,1
9205,1
11501,0
48172,1
32342,0
71682,1
22265,1
66639,0
41879,0
20434,1
68573,0
59743,1
39955,0
18487,1
9600,0
41296,1
23338,1
36175,1
61322,0
21965,0
57778,0
65222,0
43291,0
15102,1
61902,1
12260,0
40555,1
45526,0
25779,0
50780,1
37225,1
31820,1
7596,0
62318,1
73700,1
24579,0
39982,1
61952,0
53354,1
42899,1
17561,1
50764,1
56753,0
35743,1
75630,1
61904,1
14775,1
2110,1
52718,1
2266,1
58743,0
29049,1
41962,1
10147,1
43542,1
73890,0
73023,1
18267,1
6454,0
40017,1
54601,1
42360,1
68907,0
15028,1
16114,1
60260,1
6262,1
16243,1
8773,1
64335,1
12848,1
52139,1
65692,1
67805,1
46160,1
5133,1
15308,1
42178,1
70776,1
4805,1
64177,1
41431,1
8184,0
46372,1
18054,1
22877,1
6224,1
31400,0
65702,1
43621,0
36360,1
23121,1
43247,1
59605,1
68484,0
33478,1
65343,1
60876,0
6394,0
24196,0
12052,0
44059,1
13363,0
28955,1
25495,1
44398,0
48132,0
72050,1
31647,1
2823,1
11262,1
19020,1
8162,1
73342,1
7502,1
31043,1
3496,1
59876,1
8038,1
60706,0
2729,0
19916,1
26758,1
43613,0
10396,0
71604,1
57626,0
34053,1
20528,1
9625,0
41909,0
11784,0
381,1
18550,1
76358,1
12428,0
67040,1
39174,1
12462,1
48407,1
27259,1
51152,1
42097,1
62312,1
70444,1
18031,1
53833,1
61960,1
20462,1
53771,0
34861,1
25385,1
24483,0
23297,0
2946,1
55310,1
64529,0
14640,1
10202,1
74919,0
31015,1
48255,1
64348,1
16397,1
72225,0
62967,0
38960,1
23920,1
22952,1
35955,1
55920,1
52684,1
2894,1
46956,0
19106,1
27175,1
33288,1
50103,1
26566,1
19506,0
28598,1
58433,0
44506,0
52562,1
48520,1
17990,1
3095,1
53295,1
54420,1
52408,1
30446,1
53253,1
5297,0
56365,1
21712,0
64574,0
67295,1
46131,1
53361,1
4822,1
76422,1
74547,1
61424,0
29127,0
4233,1
15811,0
385,0
54307,1
69923,0
33111,1
52358,1
60404,1
2148,1
6583,0
37870,0
61519,1
4828,1
7036,1
75062,1
74925,1
32030,1
65620,0
63703,1
2952,1
17434,1
29505,0
59035,0
28613,1
49860,1
6252,1
19254,0
44450,0
26316,1
13787,0
60789,0
65271,1
49447,0
4259,1
75933,1
13147,1
74263,0
53391,1
15949,0
3653,1
23454,1
44672,1
34791,1
18140,1
23788,1
4783,1
68325,1
60734,0
46265,1
23980,1
5525,1
45469,0
63340,1
46968,1
15825,1
49217,1
53828,0
74504,1
26231,0
68153,1
60795,0
38154,0
67188,0
52101,1
45889,0
25503,0
70936,1
19949,1
68455,0
62,1
35663,1
16487,1
68873,1
724,1
44792,1
8331,0
66078,1
19395,1
21208,1
48852,1
33091,1
58770,0
32282,0
75588,1
50981,1
2191,1
18439,1
22528,1
42130,1
54832,1
32381,0
1203,0
59878,1
74344,1
52640,1
19257,1
35104,0
22636,1
62853,1
64397,1
6556,0
52554,1
63664,1
47798,1
21634,0
72357,1
47355,1
43974,1
21533,0
74370,1
61149,1
23514,1
24033,1
72942,1
39953,1
58275,1
34027,1
30817,1
8939,1
18193,1
57546,0
15695,0
73250,1
56821,1
5798,1
57793,0
63784,1
41720,1
52061,1
48388,1
38470,1
48585,1
28099,0
49380,0
67763,0
24804,1
1179,1
7505,1
72508,1
18569,1
37809,0
5570,0
50916,1
66067,1
7866,0
32674,1
43899,1
76295,1
27487,0
68590,0
15639,1
62480,1
2601,1
58489,0
12628,1
10539,0
71871,1
51575,1
34683,1
42127,1
48815,1
2357,0
63681,1
15719,0
23468,1
16916,0
48637,1
58295,0
29459,1
40036,1
69102,1
63956,1
48035,1
55266,1
38649,1
4579,1
2157,1
24784,1
53538,1
61570,1
36502,1
39292,1
10552,0
3180,1
60882,0
471,1
50318,1
4341,1
8081,0
67605,1
49693,0
41138,0
41324,0
25891,0
69037,1
47682,1
58340,0
40769,1
21369,0
75585,1
26808,1
10151,1
1957,1
27599,1
62642,1
49406,0
1361,1
67985,1
65297,1
22292,1
56092,1
35269,1
1654,0
44904,1
66923,1
39614,0
40521,1
76444,1
30915,1
69216,0
15614,1
58090,0
60370,1
29012,0
54433,1
10732,1
16495,1
41689,1
16348,1
7104,1
47526,1
19761,1
74978,1
15200,1
12831,1
31409,0
36052,0
73591,1
5348,1
37516,1
52378,1
33942,1
33398,1
36448,1
42904,1
22630,1
44532,0
53262,1
66022,0
41491,1
10689,1
64378,1
66193,1
45365,1
33931,1
57493,1
74633,1
56978,1
26466,1
63481,1
19580,0
293,1
51706,1
50938,1
13197,1
51722,1
18232,1
43761,0
66741,1
47331,1
54719,1
63705,1
23305,1
34198,1
22050,0
45546,0
59551,1
8470,0
46093,1
8202,0
49553,0
67047,1
18207,1
67050,0
23243,1
19166,1
30046,1
8114,0
22793,1
68614,0
8207,0
32438,0
24612,1
21848,0
54379,1
5080,1
23722,0
9619,0
2767,0
31388,1
40406,1
65862,1
44481,0
39003,1
49398,0
57905,0
57681,0
35594,0
38060,0
44987,0
24155,0
68859,1
12388,0
10003,1
49959,1
22556,0
42035,0
57947,0
12739,1
34299,1
12566,1
36193,1
47447,0
51508,1
20794,1
62836,1
11893,1
39755,0
20285,1
3249,1
58072,0
66086,1
25082,1
76385,1
27697,1
55524,1
49808,0
63243,1
16274,1
67452,1
43181,0
24782,1
26996,1
75121,1
43265,1
71735,1
60718,0
26163,1
15244,1
42979,1
199,1
76175,1
38312,1
36604,1
62106,1
66139,1
53552,1
1720,0
34267,1
55738,1
10506,0
58302,0
37540,1
57631,0
51713,1
46585,1
46937,1
22572,0
53861,1
816,1
49424,1
25770,1
30972,1
26237,1
61699,1
32526,0
26426,1
19047,1
71567,1
48223,1
47810,1
75869,1
30218,1
47383,1
21546,0
71594,1
16005,0
10820,1
16813,0
72160,1
31597,1
55233,1
58989,0
72647,0
30551,1
34687,1
70664,1
18097,1
53560,1
13556,0
71249,1
16159,1
19893,1
45901,0
57452,1
9377,1
19592,0
26252,1
38252,1
51692,1
76210,1
10508,0
5581,1
10075,0
63473,1
19756,0
33253,1
38496,1
43067,1
42336,1
73554,1
30715,1
40311,1
36066,1
58083,0
23894,1
11287,1
36333,1
59320,1
43689,0
63121,0
35933,1
74330,1
67207,0
16620,1
35412,1
40760,1
57307,1
51685,1
70445,1
19021,1
61601,1
4816,1
56721,0
1639,0
24676,1
36917,1
68258,0
64474,0
19959,1
55273,1
58467,0
20148,1
24135,1
69790,1
47122,1
1977,0
34167,1
20024,1
53138,1
16189,1
50536,1
31690,1
2702,0
59989,1
53897,0
25686,1
1434,1
68157,1
12708,1
69141,0
58651,0
22325,1
30814,1
29775,1
58575,0
36412,1
2264,1
34863,1
18861,1
1215,1
53325,1
33534,1
40813,1
60409,1
47359,0
11459,0
59794,1
20890,1
22997,1
24631,0
44617,1
52917,1
23455,1
49373,0
12680,1
75768,0
14976,1
13371,0
53867,0
48863,0
29388,0
70264,1
22434,1
62314,1
41039,0
11815,0
16516,1
70593,1
21728,0
54578,1
29934,1
9539,0
18465,0
54680,1
13650,1
61544,1
28338,1
61104,1
20400,1
8439,1
36349,1
32686,1
24384,0
34878,1
9441,1
73529,1
60748,0
52150,1
7351,1
47697,0
31278,1
51263,1
47480,1
62243,0
65761,1
4031,0
46039,1
6420,0
28907,1
12982,0
44896,1
22091,0
38064,0
44230,0
16969,1
67454,1
13184,1
18163,1
70171,1
16247,0
51422,1
26621,1
69522,1
7442,1
37817,1
10036,1
52493,0
19762,0
58845,0
43354,1
26884,1
27438,0
53132,1
27248,0
17690,0
56369,1
21327,0
2960,1
63375,1
6509,0
5016,1
30594,0
42842,1
15585,1
6093,1
46449,1
4151,1
37658,1
22902,1
39053,1
43710,0
24926,1
51441,1
12613,1
62395,1
74212,0
38370,0
74871,1
74234,0
12954,0
35991,1
50872,1
1531,1
71189,1
2323,1
53407,1
2658,0
56060,1
25612,1
38209,0
14871,1
70619,1
17880,1
20399,1
36335,1
43989,1
70903,1
41122,0
52972,1
59614,1
31021,1
10476,0
63919,1
18897,1
54489,1
3673,1
48362,1
59153,1
46558,0
36140,1
73122,1
74603,1
55370,1
57297,1
9519,0
57650,0
9806,0
70978,1
61426,1
30884,1
25125,1
58626,1
74202,0
15191,1
309,1
19898,1
33291,1
30274,1
48670,1
33042,1
69660,1
70582,1
39965,1
26514,1
11032,1
4704,1
45555,1
41134,1
19993,1
51592,1
20896,1
17688,1
30334,1
36384,1
45255,1
53700,1
34156,1
27001,1
28945,0
14712,1
13715,0
491,1
18266,1
905,1
13624,1
14731,1
40574,1
21279,1
44744,1
24113,1
19206,1
51848,1
5078,1
16745,1
62026,1
47707,0
71532,1
68213,1
2173,1
13626,1
73051,1
53695,1
6599,1
49524,0
39307,1
71816,0
73913,0
39060,1
48958,0
7528,1
34450,1
44217,0
58679,0
57603,0
34613,1
13586,0
52954,1
19130,0
18878,1
32496,0
53035,1
36785,0
38070,0
37330,1
3030,1
24349,0
63368,1
62788,0
60473,1
28703,0
59565,1
41729,1
74029,0
42067,1
24481,0
65100,0
58511,1
54975,1
30260,0
27062,1
25870,0
63897,1
58222,1
60958,0
66811,1
12616,1
66165,1
35804,1
39928,1
40229,0
37467,1
57186,1
26242,1
50397,0
56694,1
23292,0
22866,1
27026,1
17837,1
21811,0
36961,1
61238,0
43173,1
6905,0
67372,1
71058,0
68280,0
64254,1
34188,1
60852,1
1863,1
60698,0
76540,1
47784,1
72621,1
34649,1
9064,1
37005,1
3390,1
52575,1
70096,1
73570,1
65070,1
8368,0
66534,1
66660,0
10600,0
31797,1
10440,0
71335,0
58509,0
57808,0
5687,1
24664,1
2279,1
68723,0
75317,1
73763,1
69788,1
71199,1
45849,0
29351,0
70494,1
34951,1
75567,1
1819,1
35310,1
8145,0
13605,0
76418,1
6981,1
40,1
57876,0
13619,0
31715,1
17350,1
51636,1
18283,1
59456,0
22395,1
17448,1
8212,0
29760,1
60551,1
17306,1
19485,1
59627,1
18379,0
56520,1
64563,1
13642,1
21423,0
46358,1
56854,1
20679,1
17123,1
8962,1
20296,1
31059,1
3785,1
76415,1
6917,1
35544,0
61239,1
72300,1
74844,0
7,0
28012,0
43207,0
66612,0
3167,1
14111,1
58978,0
27998,0
1506,1
71172,1
29243,0
39200,0
53717,1
4084,1
20974,1
63041,1
69,1
55110,1
26053,1
36505,1
13962,1
32777,1
60328,1
41672,0
6362,1
75199,1
33558,1
58796,1
68948,1
19279,1
65392,1
8543,0
22408,1
11979,0
61956,1
47418,0
25111,1
46706,1
75276,1
13742,0
11131,0
48540,1
27093,1
59092,1
13389,0
52505,1
70704,1
29138,1
36353,0
42390,1
7915,0
28744,1
34786,1
33164,1
4929,1
9167,1
43957,1
58619,1
13452,1
47423,0
60909,0
1124,1
15910,0
8394,0
34039,1
55907,1
24471,0
45508,0
18446,1
47115,1
64262,1
60417,1
63192,0
45548,0
43111,1
60005,1
64299,1
622,1
73916,0
25208,1
13592,1
18291,1
32612,0
4756,1
49604,0
37571,0
64565,1
61990,1
56032,1
14129,0
48345,1
55929,1
49488,0
66874,1
27359,1
12627,1
52675,1
48696,1
63011,1
12381,0
22302,0
15856,1
64580,1
28166,0
41038,0
39035,0
56621,1
34567,1
46014,1
56204,1
53159,1
75577,1
28488,1
45988,0
68882,1
18860,1
42813,1
22937,1
35746,1
43295,0
20834,1
49716,0
36266,1
46320,1
12159,1
5856,1
10824,1
7841,1
50787,1
16826,1
58736,0
15669,0
45356,1
76465,1
67977,1
46561,0
67521,1
43194,0
23623,1
28903,1
14851,1
74196,0
17644,1
50716,1
69595,1
27178,1
47474,1
21973,0
43216,1
6993,1
58699,0
43713,0
26740,1
36968,1
17737,1
63398,1
30704,1
42190,1
32672,1
19978,1
71065,0
30156,1
47695,0
40869,1
18292,1
1604,1
107,1
27876,0
61894,1
25073,0
54976,1
28473,1
41342,1
6535,0
56803,1
13683,0
32727,1
26705,1
14771,1
51026,1
18625,1
31717,1
21885,1
14680,1
67442,1
34983,1
66756,1
45062,1
74659,1
65788,0
25408,1
15821,1
50090,1
51068,1
904,1
30236,1
64797,1
74033,0
55290,1
74790,0
6482,0
11670,1
66546,1
48752,1
6591,0
15189,1
48341,1
33967,1
54185,1
249,1
46822,1
8714,0
50169,1
4460,1
25263,1
61548,1
47439,0
71603,1
28996,1
64039,1
36850,1
51386,1
42234,1
34587,1
53736,1
2111,1
995,1
65292,1
10963,1
27000,1
9103,0
19240,1
63403,1
12946,1
42682,1
35119,1
44244,0
49198,0
56927,1
20988,1
69899,0
25647,1
42358,1
33197,1
3241,1
53995,1
22917,0
2668,0
20761,1
74831,0
47290,1
61806,1
23780,1
17396,1
21899,1
14492,1
55411,1
32732,1
42050,1
63231,1
42539,1
35358,1
7785,1
33364,1
63800,1
3751,1
50740,1
22170,1
68480,0
65116,0
67436,1
3076,1
72122,1
40468,0
74214,0
1684,0
8858,1
2000,0
22794,1
16094,1
6879,1
10499,0
29881,1
73474,1
66582,1
39254,1
32183,1
7230,1
30213,1
47597,1
61835,1
7556,0
33319,1
61148,1
22001,0
65806,1
22603,1
39703,0
11581,1
72983,1
50816,1
52410,0
62210,1
28501,1
37445,1
666,1
34800,1
19211,1
54439,1
65068,1
15464,0
55886,1
17915,1
41676,0
73454,1
58285,0
64217,1
62504,1
29826,1
64010,0
61156,1
63552,1
75048,0
38802,1
47494,1
18542,1
63113,1
63102,0
20459,1
1563,1
29947,0
48295,1
5152,1
52649,1
30393,1
48028,1
24557,0
41310,1
22886,1
33185,1
71951,1
75904,0
5423,1
40248,0
49973,1
2174,1
69625,1
12448,0
62550,1
46892,1
11576,1
24393,0
72542,1
21035,1
8961,1
48097,0
68922,1
68250,0
38924,1
48331,1
33041,1
58430,0
48712,1
45132,1
74061,0
19227,1
10363,0
13611,0
58811,1
52500,1
17119,1
55632,1
25197,1
73111,1
61978,1
4850,1
53643,0
26405,1
66363,0
42490,1
63306,1
45947,0
21015,1
66499,1
52122,1
31561,1
20006,1
61043,1
57070,1
24693,1
76352,1
15776,0
14865,1
23895,1
22921,0
32293,0
48749,1
5053,1
35849,1
38971,1
38591,1
9761,0
52925,1
36270,1
63780,1
20599,1
61098,1
59432,0
103,1
9931,1
39657,1
60227,1
10183,1
40458,1
59646,1
70318,0
59552,1
55948,1
22826,1
3369,1
75925,1
5697,1
7744,1
58142,1
69798,1
32935,1
32585,0
50895,1
40119,0
17919,1
27481,1
48056,0
332,1
22829,1
74579,1
22639,1
28471,1
33829,1
76421,1
66468,1
12692,1
35280,1
75169,1
75822,0
54064,1
13941,0
49332,0
70795,1
20118,1
22351,1
54177,1
30376,1
41638,0
44187,0
12471,0
27772,1
17735,1
43508,1
14300,1
76427,1
15745,1
41140,1
51406,1
73406,1
51231,1
71011,0
9673,0
27449,0
3215,1
62400,1
16334,1
24650,0
70097,1
24316,0
59240,0
51202,0
23718,0
7746,1
25884,0
73115,1
31350,1
69908,0
62980,0
40871,1
22621,0
26367,1
53485,1
66799,1
38808,1
19826,0
2672,0
57336,1
19386,1
65520,1
11863,1
45918,0
31788,0
11477,0
30309,1
21586,0
60050,1
42957,0
75008,1
14467,1
39957,1
74427,1
74016,0
24470,0
39765,0
20732,1
72644,0
29761,1
725,1
72625,0
53631,0
61100,1
35439,1
65571,1
51709,1
22348,1
22846,1
21339,1
73083,1
26647,1
69403,0
41215,1
60057,1
69828,1
73394,1
43717,0
3275,1
20562,1
56779,1
35305,1
43553,1
7968,0
27538,1
24367,1
71977,1
11065,0
4880,1
31851,1
37376,1
45165,1
62180,1
45476,0
279,1
47321,0
27800,1
41518,1
67261,0
5889,1
64381,1
4969,1
63013,0
51988,1
75866,1
54605,1
27040,1
24427,0
54597,1
62900,1
70452,0
25718,0
70363,0
19316,0
66724,0
19793,0
71495,1
5386,1
17339,1
47580,1
63152,1
65751,0
28431,1
41218,1
58515,0
10941,1
40527,1
15415,1
12727,1
51887,1
19193,0
42373,1
795,1
76054,1
67401,1
68232,1
19281,0
48836,1
26027,1
44444,1
21099,1
70428,1
14495,1
18171,1
15388,0
38116,0
61422,0
5045,1
2973,1
54940,1
29791,1
39869,1
60362,1
74953,0
53864,1
71299,1
28680,0
65148,1
16045,0
73196,1
9036,1
70763,1
16883,1
32841,1
65628,1
46787,1
49208,1
7047,1
51923,1
71060,0
69321,0
30853,1
55460,1
13051,1
18222,1
43797,1
19825,0
1594,0
10734,1
74826,0
36791,0
11342,1
50982,1
1699,0
10504,0
20984,1
18172,1
48483,1
51833,1
33157,1
71025,0
23460,1
23923,1
5388,1
51609,0
802,0
68734,0
53140,1
14224,1
73659,1
10544,0
67373,1
48765,1
38350,0
21186,1
73573,1
27465,0
39189,0
37027,1
19085,1
35796,1
35616,1
51076,1
68572,0
16295,1
23819,1
75512,1
33956,1
50795,1
63983,1
41166,1
70712,1
42971,1
14845,1
73027,1
52361,0
10907,1
22213,1
60803,0
59725,1
47420,0
21558,0
30826,1
12435,1
17117,1
39872,1
65051,1
6301,1
16947,1
44958,0
67832,1
59907,1
45888,0
5637,1
51359,1
31751,1
66289,1
39182,1
7229,1
14366,1
63971,1
50112,1
58848,1
18382,1
23573,1
30674,0
14741,1
40551,1
36210,1
22598,1
35626,1
13845,1
76247,1
37152,1
63672,1
34137,1
43210,0
18736,0
3012,1
9159,1
52674,1
53696,0
37753,1
56780,1
31494,1
5184,1
23143,1
10563,0
59479,1
25636,0
32431,0
45512,1
51659,1
33627,1
23327,1
36832,1
54594,1
9339,1
60322,1
62898,1
4770,1
12261,0
25521,1
60199,1
19113,1
13664,0
24950,1
68291,0
30769,1
65086,1
19824,0
49338,0
27406,0
37090,0
59898,1
4040,0
66638,1
46237,1
12623,1
6933,1
36177,1
67822,1
52193,1
2306,1
18917,1
30563,1
3649,1
19486,1
62150,1
30249,1
59459,1
75094,1
48886,0
39670,1
70801,1
64206,1
46393,1
73633,1
17132,1
19430,1
18959,1
50299,1
65831,1
3721,1
72432,1
13004,1
21670,1
66835,1
10012,1
38301,1
9437,0
60502,1
74112,0
16455,1
29701,1
8659,1
62231,1
49034,1
11053,1
24673,1
17940,1
9709,1
18284,1
62954,0
48816,1
34950,1
30275,1
32522,0
20915,1
45572,1
55616,1
28628,1
7608,0
22571,0
6808,1
20375,1
28449,1
25252,1
72835,1
9010,1
24848,1
4169,1
32885,1
27591,1
49139,0
65568,1
71127,1
57347,1
16842,1
2326,1
28728,0
61652,1
9545,1
39457,1
44240,0
54274,1
49428,0
73184,1
23928,1
55877,1
74838,0
44337,1
26211,1
75299,1
70948,1
71857,1
46481,1
71099,0
62341,0
67369,1
59580,1
4980,1
57736,0
60147,1
4227,1
62995,0
72040,1
46512,0
45375,0
54222,1
9785,0
38381,1
7760,1
675,1
38151,0
64718,1
61224,1
29732,1
38996,1
47768,1
17838,1
3021,1
63616,1
43547,1
8819,1
47207,1
16317,0
41013,1
76439,0
70001,0
57219,1
31114,1
3919,1
72646,0
23687,1
31482,0
8814,1
10134,1
40791,1
59114,1
25997,0
12033,1
12837,1
69438,1
56383,1
38219,0
19117,1
42208,1
59859,1
13558,0
54690,0
43379,1
57332,1
25588,1
72804,1
67071,0
76381,1
30953,1
65281,1
39247,1
53769,1
12792,1
32960,1
67557,1
63496,1
2633,0
51250,1
24957,1
22261,0
53022,1
11691,1
42395,1
52515,1
25413,1
25541,0
56355,1
1721,1
42225,1
40074,0
2647,0
64506,0
46855,1
48866,0
23526,1
55223,1
39892,1
38933,1
23221,1
22992,1
3426,1
18533,0
13933,1
13023,1
12659,1
52749,1
2084,1
19011,1
8855,1
51285,1
26858,1
18182,1
35538,0
68161,1
61545,1
10115,1
51891,1
63088,0
60055,1
49755,1
2858,1
73588,1
68263,0
62133,1
74217,0
55010,1
45342,1
24181,0
8089,0
52451,1
64388,1
1308,1
45570,0
56543,1
35666,1
5864,1
45429,0
3792,1
49836,0
54386,1
41711,0
19382,0
10107,1
72958,1
25237,1
26864,1
76608,1
11497,0
33108,1
23274,1
47933,1
9255,0
13295,1
50758,1
41313,1
12301,1
33908,0
23477,1
3995,1
67466,1
54073,1
592,1
47630,1
47990,1
26249,1
49318,0
75154,1
23015,1
40425,0
73701,0
32783,1
42751,1
51724,1
49910,0
36831,1
70358,1
39338,0
43643,0
70546,1
38610,1
30389,1
60529,1
47541,1
19478,1
758,1
3444,1
71160,1
18466,1
45273,1
76252,1
20784,1
45383,1
32048,1
71247,1
60450,1
52590,1
7414,1
40671,1
37407,1
50707,1
65374,0
26706,1
74343,0
2408,1
5836,1
41455,1
57095,1
33594,1
58313,0
41294,1
23240,1
66881,1
4873,1
66488,1
12981,1
33838,1
18872,0
24894,1
53445,1
17863,1
16510,1
43101,1
883,1
5627,1
35261,1
59445,0
47370,1
12948,1
53249,1
26845,1
55429,1
14212,1
30891,1
48417,1
58115,0
34367,1
5052,1
76321,0
14395,1
35922,1
23217,1
49729,0
1163,1
41413,1
53404,1
12758,1
43902,1
65664,1
40866,1
54979,1
45581,1
29453,0
70648,1
62468,1
75191,1
4377,1
66901,1
75111,0
63408,1
44574,1
25219,1
34953,1
72610,1
62063,1
59144,1
50350,1
19771,0
45453,0
34732,0
72893,1
52795,1
45170,1
73988,0
26041,0
2087,1
38202,0
14471,1
57708,0
13154,1
75986,1
43664,0
15999,0
3421,1
52644,1
62779,0
74765,0
40994,1
76220,1
57485,1
52857,0
32100,1
36987,1
30902,1
11383,0
30642,0
16452,1
72785,1
35213,1
6653,0
59498,1
48530,1
7080,1
37541,1
16109,1
46966,0
10201,1
33638,1
47848,1
3541,1
52002,1
14555,1
30970,1
16195,1
35096,1
15242,1
27901,0
17086,1
49764,0
21913,1
62310,1
40454,1
6809,1
22297,1
38414,0
67016,0
40648,1
48479,1
61310,0
75889,0
748,1
51890,1
33710,1
65703,1
69109,1
50770,1
14996,1
11083,0
29451,1
42023,1
44468,1
49974,1
38929,1
29601,1
4961,1
73548,1
57900,0
44197,0
43337,0
26054,0
47102,1
4488,1
32056,1
3245,1
24709,1
43502,1
24953,1
66408,1
43656,0
26416,1
30980,1
56812,1
16698,1
5980,0
60339,1
7070,1
34719,1
1482,1
879,1
49790,0
43699,0
67125,1
16675,1
5701,1
71447,1
21121,1
73725,1
15286,1
44218,0
44906,1
59975,1
61854,1
68864,0
58094,0
75390,1
45960,0
36771,0
631,1
34508,1
23543,1
59672,1
58828,0
48306,1
43802,1
38530,1
51927,1
60019,1
8471,0
60336,1
41433,1
57998,0
37906,0
22876,1
42009,1
48104,0
35965,1
2943,1
49951,1
61458,1
50363,1
47627,0
11876,1
45834,1
53984,1
69816,1
26937,1
24027,1
18399,0
73279,1
42562,1
34802,1
54211,1
51540,1
3455,1
9899,1
60485,1
72485,1
8648,1
568,1
8295,0
65889,1
8632,1
1820,1
29082,1
71124,1
19574,0
55898,1
7708,1
18754,1
53624,0
53033,1
70213,1
51160,1
11671,1
73551,1
48496,1
45573,1
17162,1
26244,1
66966,1
76411,1
68591,0
60826,0
66541,1
48158,1
25659,0
33184,1
71643,1
39797,1
38128,0
38486,1
18491,1
8452,0
12309,0
59740,1
42491,1
34086,1
36967,1
68634,0
12897,1
26060,0
21953,1
69874,1
27596,1
12443,0
71423,1
62221,1
42664,1
45866,0
49624,0
49010,0
6838,1
64622,1
56533,1
24211,0
3149,1
10177,1
70933,1
18791,1
7361,1
31684,1
27267,1
4759,1
30207,1
34025,1
10090,1
27512,1
12711,1
31164,0
11261,1
54305,1
6957,1
43053,1
49035,1
33990,1
2874,1
75065,1
64220,1
53571,0
46548,0
16613,1
26493,1
51191,1
25913,0
69379,0
41694,1
50597,1
66298,1
55724,1
31398,0
17114,1
3227,1
41889,0
4892,1
32180,1
51388,1
34499,1
37543,1
70705,1
17477,1
37413,1
37017,1
42571,1
52173,1
14359,1
66447,1
55305,1
58054,0
30342,1
59625,1
28456,1
62108,1
38854,1
22548,0
34557,1
31978,1
57463,1
46396,1
21261,1
61603,1
6245,1
60651,1
41921,1
37408,1
27565,1
46734,1
61678,1
13529,1
8481,0
62416,1
15143,1
35168,1
50587,1
31744,1
54402,1
65920,0
64320,1
3597,1
4326,1
17104,1
38959,1
1393,1
52056,1
20276,1
3315,1
48941,0
19400,1
59524,1
45934,0
20550,1
67757,0
39439,1
38904,1
17473,1
1871,1
50442,1
74698,0
28811,1
36227,1
50038,1
46353,1
41461,1
8182,1
69303,0
11786,0
40918,1
47512,1
1406,1
29687,1
44689,1
60982,0
64301,1
69393,0
9063,1
32257,0
32349,0
35956,1
73566,1
23658,1
65475,1
26518,1
41891,0
5509,1
70312,0
4727,1
31363,0
57838,0
20451,1
36306,1
1127,1
52019,1
3920,1
57818,0
74725,0
36121,1
33323,1
19261,0
39073,1
67417,1
30407,1
13497,1
11710,1
10230,1
29051,1
63556,1
31827,1
30963,1
45912,0
6848,1
15450,0
59570,1
44408,1
58496,0
49856,1
65302,1
9312,1
72665,1
29718,1
7629,0
7292,1
67018,1
13521,1
55787,1
16844,1
32087,1
64798,1
59419,1
32339,0
66082,1
8249,0
57506,1
59221,0
40844,1
49773,1
52460,1
16062,1
2705,1
46181,0
31033,1
61770,1
65914,1
14545,1
72534,1
23261,1
69472,1
53071,1
27842,1
25536,1
46386,1
75300,1
16717,1
8412,0
21466,0
4199,1
35630,1
37963,0
40338,1
66578,0
13024,1
41940,1
5665,1
39898,1
72173,1
20411,1
59548,1
76260,0
31992,1
37852,1
24174,0
15463,0
50068,1
9227,1
33936,1
61406,0
42405,1
57259,1
22862,1
8636,1
11642,0
18763,1
61712,1
59043,1
5936,1
67942,0
51219,1
60014,1
23613,1
14790,1
72273,1
52332,0
71381,1
